,city,country,city id,lat,max temp,humidity,wind speed,cloud coverage,date
476,Yerbogachen,RU,2012956,61.28,66.81,53,6.62,76,1532102247
477,Pemba,MZ,1028918,-12.97,75.2,73,13.87,20,1532098800
478,Mayumba,GA,2399001,-3.43,74.01,88,10.54,0,1532102248
479,Port Lincoln,AU,7839452,-34.73,53.13,100,8.08,92,1532102248
481,Hay River,CA,5972762,60.82,64.4,63,6.93,40,1532098800
482,Ponta Delgada,PT,3372783,37.73,73.4,56,14.99,40,1532100600
484,Kavieng,PG,2094342,-2.57,80.94,100,13.22,24,1532102250
485,San Luis,MX,3985665,28.43,69.42,90,6.51,12,1532102250
486,Antofagasta,CL,3899539,-23.65,57.2,71,16.11,0,1532098800
488,Ust-Nera,RU,2120048,64.57,42.42,86,1.92,0,1532102251
489,Tokur,RU,2015217,53.13,52.41,100,2.93,92,1532102251
490,Nuevitas,CU,3545841,21.55,86.0,66,10.29,20,1532098200
491,Ejura,GH,2301217,7.39,86.16,65,9.64,68,1532102252
492,Filadelfia,PY,3867291,-22.35,54.93,96,18.03,100,1532102252
493,Inuvik,CA,5983607,68.35,48.2,87,8.05,75,1532098800
494,Te Anau,NZ,2181625,-45.42,47.64,73,13.22,48,1532102253
495,Lompoc,US,5367788,34.64,68.0,77,5.82,1,1532100900
496,Nador,MA,2541472,35.0,91.4,16,12.75,0,1532098800
499,Trat,TH,1605279,12.24,76.26,100,3.49,88,1532102253
500,Shieli,KZ,1524801,44.17,86.7,21,13.44,0,1532102254
501,Cedar City,US,5536630,37.68,69.8,60,2.59,1,1532098380
502,Craig,US,5576064,40.52,69.8,32,2.93,1,1532100900
504,Almansa,ES,6355301,38.83,91.4,15,14.99,0,1532098800
506,Panguna,PG,2088659,-6.32,69.42,90,2.93,0,1532102255
507,Tottori,JP,1849892,35.5,74.64,99,3.94,8,1532102059
508,Kindu,CD,212902,-2.95,92.73,27,3.38,20,1532102255
509,Rheda-Wiedenbruck,DE,2847690,51.85,86.0,28,4.7,0,1532100000
510,Labuhan,ID,8079926,-6.88,83.82,99,15.01,0,1532102256
511,Zaysan,KZ,1517060,47.47,59.61,64,1.7,32,1532102256
512,Oranjemund,NA,3354071,-28.55,59.34,96,11.77,0,1532102257
513,Seoul,KR,1835848,37.57,78.8,83,2.24,0,1532098800
514,Comodoro Rivadavia,AR,3860443,-45.87,41.0,100,5.82,0,1532098800
515,Babino,RU,579951,56.23,66.2,88,8.95,90,1532100600
516,Mount Isa,AU,2065594,-20.73,41.0,56,4.7,0,1532098800
518,Santo Antonio do Ica,BR,3662395,-3.1,77.52,90,4.94,76,1532102258
519,Ranfurly,NZ,2183774,-45.13,42.87,67,10.2,20,1532102258
520,Virginia Beach,US,4791259,36.85,84.2,51,10.29,75,1532100000
521,Kulhudhuffushi,MV,1337613,6.62,80.58,100,19.04,48,1532102259
522,Charters Towers,AU,7839570,-20.21,55.02,42,8.97,0,1532102259
524,Zonguldak,TR,737022,41.45,82.4,54,8.05,40,1532097000
526,Saint-Leu,RE,6690297,-21.15,68.0,64,19.46,40,1532100600
528,Pearl,US,4440559,32.27,87.8,74,6.93,1,1532099700
529,Constitucion,CL,3893726,-35.33,46.38,100,4.94,0,1532102260
530,Dunmore Town,BS,3572462,25.5,83.91,100,15.57,20,1532102260
531,Aitape,PG,2101169,-3.14,80.67,94,6.51,64,1532102261
532,Waingapu,ID,1622318,-9.66,73.56,91,6.62,24,1532102261
533,North Platte,US,5697939,41.12,80.6,78,5.5,1,1532098380
534,Batavia,US,4884192,41.85,73.4,83,6.93,90,1532101560
537,Stornoway,GB,2636790,58.21,57.2,82,10.29,75,1532100000
538,Makarov,RU,2123614,48.63,60.6,93,5.06,92,1532102262
539,Ust-Kuyga,RU,2013921,70.02,41.16,100,7.96,92,1532102262
540,Leningradskiy,RU,2123814,69.38,40.89,83,1.14,68,1532102263
541,Korla,CN,1529376,41.76,73.29,39,4.72,0,1532102263
542,Inyonga,TZ,159134,-6.72,76.89,30,4.5,0,1532102263
543,Mackay,AU,7839593,-21.08,64.4,93,5.82,44,1532098800
545,Piterka,RU,509269,50.68,67.53,99,6.17,100,1532102264
546,Fortuna,US,5563839,40.6,55.4,82,6.17,1,1532100900
547,Chicama,PE,3698359,-7.84,68.0,72,8.05,75,1532098800
548,Geraldton,CA,5960603,49.73,69.8,68,2.24,90,1532098800
549,Hannoversch Munden,DE,2867613,51.42,84.2,24,3.36,0,1532100000
550,Uribia,CO,3666409,11.71,89.49,56,24.18,0,1532102265
551,Owensboro,US,4303436,37.77,84.2,79,13.87,75,1532099700
552,Dauriya,RU,2025099,49.93,69.24,81,9.64,56,1532102266
553,Mahibadhoo,MV,1337605,3.78,81.66,100,16.13,68,1532102266
554,Beloha,MG,1067565,-25.17,70.05,49,16.58,36,1532102266
555,Santa Cecilia,BR,3450376,-26.96,72.84,55,8.19,0,1532102267
556,Dinghai,CN,1812805,26.28,78.8,83,4.47,0,1532098800
557,Kozhva,RU,543246,65.11,70.32,63,3.38,0,1532102267
558,Kloulklubed,PW,7671223,7.04,84.2,83,9.17,90,1532098440
559,Aksay,KZ,610720,50.68,82.02,47,7.4,92,1532102268
560,Bathsheba,BB,3374083,13.22,84.2,74,25.28,40,1532098800
561,Thessalon,CA,6164831,46.25,75.2,53,10.29,75,1532100900
562,Kishi,NG,2334327,9.08,79.14,92,9.75,68,1532102269
563,Arroio Grande,BR,3471422,-32.24,55.11,100,18.48,100,1532102269
564,Porto de Moz,BR,3391387,-1.75,84.81,73,6.62,56,1532102269
565,Liverpool,CA,6057856,44.03,63.48,85,4.61,0,1532102269
566,Mayo,CA,6068416,63.59,55.4,82,4.72,90,1532098800
567,Preobrazheniye,RU,2017658,42.9,68.52,92,1.59,36,1532102270
568,Tumpat,MY,1736356,6.2,78.8,94,3.36,75,1532098800
569,Mogoytuy,RU,2019892,51.28,67.89,83,7.96,88,1532102271
570,Strezhevoy,RU,1490796,60.73,57.2,54,6.71,0,1532100600
571,Sao Miguel do Araguaia,BR,3448455,-13.28,81.57,78,8.41,0,1532102272
572,Glendive,US,5654391,47.11,71.6,68,6.93,40,1532100900
573,Taoudenni,ML,2450173,22.68,111.54,16,4.61,0,1532102273
574,Sinnamary,GF,6690707,5.38,82.29,94,9.98,32,1532102273
576,Norman Wells,CA,6089245,65.28,46.4,93,12.75,90,1532098800
577,Gamba,GA,2400547,-2.65,84.36,61,10.2,0,1532102274
578,Tarko-Sale,RU,1490085,64.92,55.11,48,10.42,0,1532102274
579,Beringovskiy,RU,2126710,63.05,46.92,100,11.21,80,1532102274
580,Veinticinco de Mayo,AR,3427537,-27.38,65.28,79,15.01,92,1532102275
583,Vercelli,IT,6540116,45.32,89.6,48,6.93,0,1532100000
585,Matamoros,MX,3996426,25.53,82.4,30,6.93,5,1532097600
586,Samarai,PG,2132606,-10.62,77.79,99,11.65,92,1532102275
587,Novyy Svit,UA,698861,47.81,76.26,72,4.05,48,1532102276
589,Praya,ID,1630662,-8.71,77.0,88,5.82,90,1532100600
592,Mapiri,BO,3910758,-15.25,66.36,91,3.94,32,1532102276
593,Tsumeb,NA,3352593,-19.23,69.8,37,6.93,0,1532098800
594,Umrala,IN,1253815,21.83,80.6,94,4.7,75,1532098800
595,Tikrit,IQ,90150,34.61,106.05,9,10.09,0,1532102277
596,Saint-Augustin,CA,6137462,51.23,62.04,74,15.12,0,1532102002
597,Swan Hill,AU,7839827,-35.1,42.87,87,9.42,0,1532102278
599,Vostok,RU,2013279,46.49,71.85,91,2.37,92,1532102278
601,Kudinovo,RU,539885,55.0,74.19,85,8.19,88,1532102278
604,Ramhormoz,IR,118826,31.28,103.89,14,6.17,76,1532102279
605,Sitka,US,5557293,57.05,55.4,87,9.17,90,1532098560
606,Kavaratti,IN,1267390,10.57,83.37,94,27.2,88,1532102279
607,Gaoual,GN,2420826,11.75,81.84,87,6.4,80,1532102280
608,Izazi,TZ,158825,-7.2,69.8,46,5.82,20,1532098800
609,Maun,BW,933366,-19.98,72.03,28,8.52,12,1532102280
610,Praia da Vitoria,PT,3372760,38.73,73.4,83,14.12,20,1532098800
611,Baghdad,IQ,98182,33.34,105.8,13,18.34,0,1532098800
612,Sai Buri,TH,1606851,6.7,78.8,88,3.36,20,1532098800
613,Santa Rosa,AR,3428182,-28.26,48.09,100,16.24,92,1532102282
616,Taksimo,RU,2015701,56.34,62.13,75,2.37,88,1532102282
617,Flinders,AU,2166453,-38.47,42.8,100,13.87,92,1532098800
621,Sanmenxia,CN,1796669,34.77,83.64,64,5.39,0,1532102283
622,Ayolas,PY,3439378,-27.4,51.42,100,14.23,100,1532102283
623,Dillon,US,5419606,39.63,68.0,30,4.7,1,1532100900
626,Sazonovo,RU,498035,59.09,67.71,95,6.96,88,1532102283
628,Yarada,IN,1252783,17.65,83.82,94,21.61,92,1532102284
629,Wasilla,US,5877641,61.58,53.6,87,2.04,90,1532098560
630,Marystown,CA,6067472,47.17,63.48,85,3.04,0,1532102284
631,Bilibino,RU,2126682,68.05,39.09,89,2.15,12,1532102285
632,Xingcheng,CN,2033766,40.62,77.07,89,9.64,8,1532102285
633,Neiafu,TO,4032420,-18.65,75.2,83,4.7,75,1532098800
634,Lagodekhi,GE,613342,41.83,91.4,52,4.7,40,1532098800
635,Luoyang,CN,1801797,24.96,77.07,79,5.06,12,1532102286
641,Vao,NC,2137773,-22.67,70.5,100,10.09,92,1532102286
642,Nabire,ID,1634614,-3.37,69.69,98,1.92,92,1532102287
643,Nortelandia,BR,3456248,-14.45,82.74,69,7.96,0,1532102287
644,Ihosy,MG,1064275,-22.4,57.0,82,10.2,80,1532102287
645,Sorland,NO,3137469,67.67,60.8,82,14.99,0,1532100000
646,Saint-Dizier,FR,6436331,48.63,80.6,47,3.36,0,1532100600
648,Clyde,NZ,2192264,-45.18,43.95,67,7.18,48,1532102288
649,Lakatoro,VU,2136697,-16.1,73.74,93,8.19,32,1532102288
650,Ihiala,NG,2338497,5.85,70.41,100,0.47,92,1532102289
651,Avare,BR,3471291,-23.1,82.38,45,9.75,0,1532102289
652,Westport,IE,2960970,53.8,60.8,87,11.41,75,1532098800
653,Morristown,US,4642938,36.21,82.4,61,8.05,1,1532100900
657,Balabac,PH,1728675,7.99,85.62,96,10.76,20,1532102290
658,Yekaterinovka,RU,2013030,42.92,68.07,93,1.92,44,1532102290
662,Igarka,RU,1505991,67.47,49.44,51,14.56,0,1532102290
663,Leh,IN,1264976,34.17,45.12,64,1.14,76,1532102291
664,Presidencia Roque Saenz Pena,AR,3840300,-26.79,53.22,72,17.81,24,1532102291
665,Chifeng,CN,2038067,42.27,76.35,76,7.4,0,1532102011
667,Montepuez,MZ,1037125,-13.13,75.09,40,6.06,80,1532101995
668,Fernandina Beach,US,4155006,30.67,84.2,79,12.75,75,1532101380
669,Mount Gambier,AU,7839440,-37.82,47.01,82,4.61,92,1532102292
671,Kerouane,GN,2419622,9.27,77.34,84,4.16,76,1532102292
672,Wufeng,CN,1784592,27.45,72.66,67,6.4,12,1532102292
675,Namibe,AO,3347019,-15.2,69.51,95,7.52,0,1532102293
676,Karasjok,NO,779349,69.47,60.8,77,10.29,0,1532100000
678,Maniitsoq,GL,3421982,65.42,42.96,96,10.98,68,1532102293
679,Auce,LV,461336,56.46,82.4,51,4.7,0,1532098200
680,Ewa Beach,US,5855051,21.32,78.8,73,3.36,75,1532098620
681,Puerto Escondido,MX,3520994,15.85,80.6,65,6.93,40,1532097600
682,Coihaique,CL,3894426,-45.58,35.6,69,4.7,75,1532098800
